title,description,price
London 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied as Acrobat documents with Street and Area Indexes. Coverage includes is the metropolitan area of London.,£5.00
London 1871 Census,This is the original Census information digitised from silver high quality microfilm and scanned in greyscale to provide the best possible images. Supplied as PDF documents with Street and Area Indexes. Coverage includes: Paddington - Kensington - Fulham - Chelsea - Hanover Square - Westminster - Marylbone - Hampstead - Pancras - Islington - Hackney - St Giles - Strand - Holborn - London City - Shoreditch - Bethnal Green - Whitechapel - St George in East - Stepney - Mile End Old Town - Poplar - Southwark Saviour - Southwark Olave - Lambeth - Wandsworth - Camberwell - Greenwich - Lewisham - Woolwich,£39.95
London 1881 Census  (CD),This is the original Census information digitised from silver high quality microfilm and scanned in greyscale to provide the best possible images. Supplied as PDF documents with Street and Area Indexes. Coverage includes: Paddington - Kensington - Fulham - Chelsea - Hanover Square - Westminster - Marylbone - Hampstead - Pancras - Islington - Hackney - St Giles - Strand - Holborn - London City - Shoreditch - Bethnal Green - Whitechapel - St George in East - Stepney - Mile End Old Town - Poplar - Southwark Saviour - Southwark Olave - Lambeth - Wandsworth - Camberwell - Greenwich - Lewisham - Woolwich,£49.95
London 1891 Census (DVD),This is the original Census information digitised from silver high quality microfilm and scanned in greyscale to provide the best possible images. Supplied as PDF documents with Street and Area Indexes. Coverage includes: Paddington - Kensington - Fulham - Chelsea - Hanover Square - Westminster - Marylbone - Hampstead - Pancras - Islington - Hackney - St Giles - Strand - Holborn - London City - Shoreditch - Bethnal Green - Whitechapel - St George in East - Stepney - Mile End Old Town - Poplar - Southwark Saviour - Southwark Olave - Lambeth - Wandsworth - Camberwell - Greenwich - Lewisham - Woolwich,£39.95
London 1891 Census Quarter Set 1 - Pieces RG12/1-105,"This is Set 1 of 4 sets available for the London census. Includes Acrobat documents which contain the census page images with street and area indexes.
This set includes: Paddington, Kensington, Fulham, Chelsea, Hanover, Westminster and Marylebone.",£14.95
London 1891 Census Quarter Set 2 - Pieces RG12/106-207,"This is Set 2 of 4 sets available for the London census.. Includes Acrobat documents which contain the fiche images with street and area indexes.
This set includes:Hampstead, St Pancras, Islington and Hackney.",£14.95
London 1891 Census Quarter Set 3 - Pieces RG12/208-386,"This is Set 3 of 4 sets available for the London census. Includes Acrobat documents which contain the fiche images with street and area indexes.
This set includes: St Giles, Strand, Holborn, London City, Shoreditch, Bethnal Green, Whitechapel, St George in the East, Stepney, Mile End Old Town, Poplar, St Saviour and St Olave.",£14.95
London 1891 Census Quarter Set 4 - Pieces RG12/387-541,"This is Set 4 of 4 sets available for the London census. Includes Acrobat documents which contain the fiche images with street and area indexes.
This set includes: Lambeth, Wandsworth, Camberwell, Greenwich, Lewisham and Woolwich.",£14.95
London 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied as Acrobat documents with Street and Area Indexes. Coverage includes is the metropolitan area of London.,£5.00
London 1901 Census,This is the original Census information digitised from silver high quality microfilm and scanned in greyscale to provide the best possible images. Supplied as PDF documents with Street and Area Indexes. Coverage includes: Paddington - Kensington - Fulham - Chelsea - Hanover Square - Westminster - Marylbone - Hampstead - Pancras - Islington - Hackney - St Giles - Strand - Holborn - London City - Shoreditch - Bethnal Green - Whitechapel - St George in East - Stepney - Mile End Old Town - Poplar - Southwark Saviour - Southwark Olave - Lambeth - Wandsworth - Camberwell - Greenwich - Lewisham - Woolwich,£39.95
London 1901 Census and Online Index Combined Set,Set of census images with a combined 1 year's subscription to the current online name index that is being compiled by volunteers. Better value than buying both separately.,£34.95
London 1901 Census PLUS Name-index on CD,"<b>Save an extra £9.95 by buying the census set and index together.</b>

CENSUS:
This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied as Acrobat documents with Street and Area Indexes.

INDEX:
An index to the S&N British Data Archive Census Set on CD-ROM. Fully searchable by Surname, Forename and age. Wild cards can be used anywhere within names to help you find variants. Gives Piece and Folio or Acrobat page reference.

Requires 400MB hard-disk space for full installation or can be run from CD requiring only 17MB hard-disk space.

Please note the index is designed for use on one computer only and you must have your operating system on the ""C"" drive of your PC.

The index is compatible with Windows 98/98SE/98ME/NT/2000/XP. Not compatible with MAC computers.",£34.95
"London Census Bundle - 1841, 1851, 1861 and 1871","The London Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£99.85
"London Census Bundle - 1841, 1851, 1861, 1871 and 1891","The London census bundle contains the sets for the years 1841,1851,1861,1871,and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£139.80
"London Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","The London census bundle contains the sets for the years 1841, 1851, 1861, 1871, 1891 and 1901. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£169.75
Merionethshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Merionethshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Merionethshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Merionethshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Merionethshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Merionethshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
"Merionethshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£59.85
"Merionethshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£79.80
"Merionethshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£99.75
Middlesex 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Middlesex 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Middlesex 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£29.95
Middlesex 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£29.95
Middlesex 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Middlesex 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Middlesex Census Bundle - 1841, 1851, 1861 and 1871","The Middlesex Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Middlesex Census Bundle - 1841, 1851, 1861, 1871 and 1891","The Middlesex Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Middlesex Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","The Middlesex Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£149.75
Monmouthshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£29.95
Monmouthshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Monmouthshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£29.95
Monmouthshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£29.95
Monmouthshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Monmouthshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£29.95
"Monmouthshire Census Bundle - 1841, 1851, 1861 and 1871","The Monmouthshire Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Monmouthshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","The Monmouthshire Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Monmouthshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","The Monmouthshire Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£149.75
Montgomeryshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Montgomeryshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Montgomeryshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Montgomeryshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Montgomeryshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Montgomeryshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
"Montgomeryshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£59.85
"Montgomeryshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£79.80
"Montgomeryshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£99.75
Norfolk 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Norfolk 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Norfolk 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Norfolk 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Norfolk 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Norfolk 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Norfolk Census Bundle - 1841, 1851, 1861 and 1871","The Norfolk Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Norfolk Census Bundle - 1841, 1851, 1861, 1871 and 1891","The Norfolk Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Norfolk Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","The Norfolk Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£149.75
Northamptonshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northamptonshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northamptonshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northamptonshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northamptonshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northamptonshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Northamptonshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Northamptonshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Northamptonshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Northumberland 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northumberland 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northumberland 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northumberland 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northumberland 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Northumberland 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Northumberland Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Northumberland Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Northumberland Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Nottinghamshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Nottinghamshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Nottinghamshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Nottinghamshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Nottinghamshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Nottinghamshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Nottinghamshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Nottinghamshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Nottinghamshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Oxfordshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Oxfordshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Oxfordshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Oxfordshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Oxfordshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Oxfordshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
"Oxfordshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£59.85
"Oxfordshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£79.80
"Oxfordshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£99.75
Pembrokeshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Pembrokeshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Pembrokeshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Pembrokeshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Pembrokeshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Pembrokeshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
"Pembrokeshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£59.85
"Pembrokeshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£79.80
"Pembrokeshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£99.75
Radnorshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Radnorshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Radnorshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Radnorshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Radnorshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Radnorshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
"Radnorshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£59.85
"Radnorshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£79.80
"Radnorshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£99.75
Shropshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Shropshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Shropshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Shropshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Shropshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Shropshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Shropshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Shropshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Shropshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Somerset 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Somerset 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Somerset 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Somerset 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Somerset 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Somerset 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Somerset Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Somerset Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Somerset Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Staffordshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Staffordshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Staffordshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Staffordshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Staffordshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Staffordshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Staffordshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Staffordshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Staffordshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Suffolk 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Suffolk 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Suffolk 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Suffolk 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Suffolk 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Suffolk 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Suffolk Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Suffolk Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Suffolk Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Surrey 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
